업체명,카테고리명,필지고유번호,시도명,시군구명,읍면동명,리명,번지,법정동코드,행정동코드,도로명코드,도로명,도로명상세,경도,위도,폐업여부,전화번호,홈페이지주소,주차가능여부,화장실유무,화장실타입,수유실유무,물품보관함유무,유아거치대유무,휠체어이동가능여부,점자유도로유무,등록일자
클라우드나인,숙박/휴양,2.63E+18,부산광역시,남구,문현동,,406-7,2629010900,2629070000,2.63E+11,수영로13번길,18,129.0700003,35.13768783,N,051-632-5677,http://0516325677.tshome.co.kr/,Y,Y,"구분,내부",N,N,N,Y,N,2021-10-22
정성호텔,숙박/휴양,2.63E+18,부산광역시,남구,문현동,,402-74,2629010900,2629070000,2.63E+11,수영로13번길,9,129.0694224,35.13764753,Y,,,,,,,,,,,2021-09-16
브이모텔,숙박/휴양,2.63E+18,부산광역시,남구,문현동,,807-1,2629010900,2629069000,2.63E+11,자유평화로60번길,85,129.0671398,35.13773947,N,051-645-0154,http://naver.me/5Rc4Za6p,Y,Y,"구분,내부",N,N,N,N,N,2021-09-13
보브호텔,숙박/휴양,2.63E+18,부산광역시,남구,문현동,,809-5,2629010900,2629069000,2.63E+11,자유평화로60번길,90,129.0669388,35.13756941,N,051-633-0131,http://naver.me/5s9fvyTK,Y,Y,"구분,내부",N,N,N,N,N,2021-09-13
노던베이게스트하우스,숙박/휴양,2.63E+18,부산광역시,남구,문현동,,1128-8,2629010900,2629071000,2.63E+11,장고개로63번가길,25,129.0679146,35.13017206,Y,,,,,,,,,,,2021-09-13
태양모텔,숙박/휴양,2.63E+18,부산광역시,남구,문현동,,517-34,2629010900,2629069000,2.63E+11,전포대로,106-2,129.0671184,35.14626724,Y,,,,,,,,,,,2021-09-10
선샤인하우스,숙박/휴양,2.63E+18,부산광역시,남구,문현동,,517-34,2629010900,2629069000,2.63E+11,전포대로,106-2,129.0671184,35.14626724,Y,,,,,,,,,,,2021-09-13
아바니센트럴부산,숙박/휴양,2.63E+18,부산광역시,남구,문현동,,1227-2,2629010900,2629069000,2.63E+11,전포대로,133,129.065239,35.14837957,N,051-791-5800,https://www.avanihotels.com/ko/central-busan,Y,Y,"구분,내부",N,Y,N,Y,N,2021-11-22
엔터모텔,숙박/휴양,2.63E+18,부산광역시,남구,문현동,,807-5,2629010900,2629069000,2.63E+11,전포대로,5,129.0671589,35.13748767,N,051-645-0068,http://naver.me/GWFsBh22,Y,Y,"구분,내부",N,N,N,N,N,2021-09-13
데레사의집,숙박/휴양,2.63E+18,부산광역시,남구,문현동,,395,2629010900,2629070000,2.63E+11,전포대로20번길,15,129.0693276,35.13939698,Y,,,,,,,,,,,2021-09-10
문현모텔,숙박/휴양,2.63E+18,부산광역시,남구,문현동,,862-5,2629010900,2629071000,2.63E+11,지게골로10번길,5,129.0685579,35.13547909,Y,051-469-4747,,,,,,,,,,2021-09-03
대화장여관,숙박/휴양,2.63E+18,부산광역시,남구,용당동,,202-1,2629010800,2629061000,2.63E+11,신선로301번길,26,129.0942048,35.11316092,N,051-626-4451,http://naver.me/5FeCIWzI,Y,Y,"공용,내부",N,N,N,N,N,2021-10-26
오륙도여관,숙박/휴양,2.63E+18,부산광역시,남구,용당동,,183-1,2629010800,2629061000,2.63E+11,신선로319번길,5,129.0949907,35.11429012,N,051-626-4276,http://naver.me/GxOTo48z,N,Y,"공용,내부",N,N,N,N,N,2021-10-26
용당별장여관,숙박/휴양,2.63E+18,부산광역시,남구,용당동,,196,2629010800,2629061000,2.63E+11,신선로319번길,37,129.0943135,35.11329644,N,051-626-0106,http://naver.me/FPs6o0GX,N,Y,"공용,내부",N,N,N,N,N,2021-11-02
한국해양수산연수원,숙박/휴양,2.63E+18,부산광역시,남구,용당동,,Aug-90,2629010800,2629061000,2.63E+11,신선로356번길,93,129.1022739,35.11251462,Y,051-624-4521,,,,,,,,,,2021-10-21
용호서울모텔,숙박/휴양,2.63E+18,부산광역시,남구,용호동,,371-30,2629010700,2629059000,,,,129.1125603,35.12065547,N,051-626-4415,http://naver.me/GxOEts88,Y,Y,"공용,내부",N,Y,N,N,N,2021-10-01
부산해군회관,숙박/휴양,2.63E+18,부산광역시,남구,용호동,,947-1,2629010700,2629058000,,,,129.1162479,35.10486567,N,051-679-5811,http://naver.me/GUvtdku4,Y,Y,"구분,내부",N,N,N,Y,N,2021-10-01
호텔시카고,숙박/휴양,2.63E+18,부산광역시,남구,용호동,,395-48,2629010700,2629057000,,동명로132번길,21,129.1111579,35.11867923,N,051-621-0002,http://naver.me/xlWCNBtM,Y,Y,"공용,내부",N,Y,N,Y,N,2021-10-01
SEALIZARD,숙박/휴양,2.63E+18,부산광역시,남구,용호동,,384-23,2629010700,2629059000,2.63E+11,동명로170번길,01월 29일,129.1152394,35.11753837,Y,,,,,,,,,,,2021-10-22
네잎클로버,숙박/휴양,2.63E+18,부산광역시,남구,용호동,,176-30,2629010700,2629057000,2.63E+11,분포로,111,129.1133891,35.13131356,Y,,,,,,,,,,,2021-09-17
오륙도게스트하우스,숙박/휴양,2.63E+18,부산광역시,남구,용호동,,944,2629010700,2629058000,2.63E+11,오륙도로,85,129.1182619,35.10399841,Y,051-611-4411,,,,,,,,,,2021-09-17
성운장여관,숙박/휴양,2.63E+18,부산광역시,남구,용호동,,533-40,2629010700,2629060000,2.63E+11,용호로,202,129.1107893,35.11428231,N,,http://naver.me/5s98Cr0u,N,Y,"구분,내부",N,N,N,N,N,2021-10-21
노블레스모텔,숙박/휴양,2.63E+18,부산광역시,남구,용호동,,395-54,2629010700,2629057000,2.63E+11,용호로,158-1,129.1111214,35.11830681,N,051-611-6025,http://naver.me/Gtt6nixN,Y,Y,"구분,내부",N,N,N,N,N,2021-09-16
베니스모텔,숙박/휴양,2.63E+18,부산광역시,남구,용호동,,395-27,2629010700,2629057000,2.63E+11,용호로,152-1,129.1114093,35.11871312,N,051-622-7025,http://naver.me/xdIpyFtY,Y,Y,"구분,내부",N,N,N,N,N,2021-09-16
가든장모텔,숙박/휴양,2.63E+18,부산광역시,남구,용호동,,533-49,2629010700,2629060000,2.63E+11,용호로,208-1,129.1108046,35.11370616,N,051-624-5966,http://naver.me/G6DodABj,N,Y,"공용,내부",N,N,N,N,N,2021-10-26
넘버25호텔,숙박/휴양,2.63E+18,부산광역시,남구,용호동,,395-11,2629010700,2629057000,2.63E+11,용호로,156-1,129.1112952,35.11852927,N,051-921-0050,http://bsno25.modoo.at/,Y,Y,"공용,내부",N,Y,N,Y,N,2021-10-05
여우하우스,숙박/휴양,2.63E+18,부산광역시,남구,용호동,,370-46,2629010700,2629057000,2.63E+11,용호로,134-1,129.1117922,35.12037086,Y,,,,,,,,,,,2021-09-24
서울모텔,숙박/휴양,2.63E+18,부산광역시,남구,용호동,,371-31,2629010700,2629059000,2.63E+11,용호로,129-6,129.112561,35.12060939,N,051-626-4415,http://naver.me/GxOEts88,Y,Y,"공용,내부",N,Y,N,N,N,2021-10-01
젠하우스,숙박/휴양,2.63E+18,부산광역시,남구,용호동,,495-16,2629010700,2629058000,2.63E+11,용호로,191-1,129.1113346,35.11515197,N,051-612-9223,http://naver.me/5h3juVBs,Y,Y,"공용,내부",N,Y,N,N,N,2021-09-24
이기대외국인숙소,숙박/휴양,2.63E+18,부산광역시,남구,용호동,,394-44,2629010700,2629059000,2.63E+11,용호로,149-1,129.1122489,35.1189426,Y,051-622-7025,,,,,,,,,,2021-10-01
다해게스트하우스,숙박/휴양,2.63E+18,부산광역시,남구,용호동,,Aug-80,2629010700,2629057000,2.63E+11,용호로106번길,3,129.1119905,35.1227472,Y,,,,,,,,,,,2021-10-05
게스트하우스,숙박/휴양,2.63E+18,부산광역시,남구,용호동,,181-1,2629010700,2629057000,2.63E+11,용호로42번길,14,129.1082483,35.12631011,N,070-623-2315,http://naver.me/xL18sQVg,N,Y,"구분,외부",N,N,N,N,N,2021-08-30
우암여관,숙박/휴양,2.63E+18,부산광역시,남구,우암동,,189-785,2629011000,2629064500,2.63E+11,우암번영로14번길,14,129.0708113,35.12582043,N,051-646-3975,http://naver.me/xordKnfe,N,Y,"공용,내부",N,N,N,N,N,2021-08-24
ENJOYBUSAN,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,1434-20,2617010400,2617065000,2.62E+11,망양로,882,129.0484465,35.13907149,Y,,,,,,,,,,,2021-10-18
힐티장,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,65,2617010400,2617065000,2.62E+11,범곡로28번길,7,129.0556499,35.14065981,N,051-634-9010,http://naver.me/GAiWCNTq,N,Y,"공용,내부",N,N,N,N,N,2021-10-21
엔젤여관,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,Jan-39,2617010400,2617065000,2.62E+11,범곡로28번길,21,129.0556237,35.141401,Y,051-632-8571,,,,,,,,,,2021-10-07
금옥여인숙,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,02월 28일,2617010400,2617065000,2.62E+11,범곡로28번길,16,129.0557862,35.14115043,Y,,,,,,,,,,,2021-10-07
영광숙박,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,Jan-55,2617010400,2617065000,2.62E+11,범곡로28번길,9,129.0556089,35.14076529,N,,http://naver.me/5Q4lX1ec,Y,Y,"공용,내부",N,N,N,N,N,2021-10-07
신유아트빌모텔,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,917-8,2617010400,2617066000,2.62E+11,범일로,103-5,129.0589658,35.13927072,Y,051-635-2276,,,,,,,,,,2021-10-18
안드레연수원,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,252-133,2617010400,2617068000,2.62E+11,범일로,11,129.0593022,35.13091171,N,070-4441-8677,http://www.xn--hy1b53dy9p.kr/,Y,Y,"구분,내부",N,Y,N,Y,N,2021-10-08
황토방모텔,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,830-258,2617010400,2617066000,2.62E+11,범일로102번길,06월 16일,129.0609962,35.13872003,N,051-636-0595,http://naver.me/5CzuHjnW,N,Y,"공용,내부",N,N,N,N,N,2021-10-07
수채화모텔,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,830-270,2617010400,2617066000,2.62E+11,범일로102번길,04월 20일,129.0616192,35.13872579,N,051-633-5186,http://naver.me/GSi1xLIc,Y,Y,"공용,내부",N,N,N,N,N,2021-10-14
송림장여관,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,830-262,2617010400,2617066000,2.62E+11,범일로102번길,16-16,129.0607675,35.13843734,Y,051-632-1030,,,,,,,,,,2021-10-14
틴토호텔,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,830-283,2617010400,2617066000,2.62E+11,범일로102번길,16-18,129.0607742,35.13830679,N,051-634-2088,https://tintohotel.southkrhotel.com/,Y,Y,"공용,내부",N,Y,N,N,N,2021-10-14
허브모텔,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,927-1,2617010400,2617066000,2.62E+11,범일로89번길,26,129.0589071,35.13877091,N,051-647-0026,http://naver.me/FKKAnRYj,Y,Y,"공용,내부",N,N,N,N,N,2021-10-18
프린스호텔,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,916-6,2617010400,2617066000,2.62E+11,범일로89번길,36,129.0588743,35.13929949,N,051-632-6005,https://www.yanolja.com/motel/3008696?menu=pay&trackcode=rm,Y,Y,"공용,내부",N,Y,N,N,N,2021-10-18
오지게스트하우스,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,662-127,2617010400,2617066000,2.62E+11,범일일길,01월 22일,129.0585653,35.13904227,Y,051-633-0592,,,,,,,,,,2021-10-08
현대,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,662-64,2617010400,2617066000,2.62E+11,범일일길,26,129.0585261,35.13929496,Y,,,,,,,,,,,2021-10-08
삼오여관,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,660-64,2617010400,2617066000,2.62E+11,범일일길,01월 13일,129.0584156,35.13830388,Y,051-646-5626,,,,,,,,,,2021-10-08
정원장,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,659-21,2617010400,2617066000,2.62E+11,범일일길,12월 02일,129.0586212,35.13814517,Y,051-868-1130,,,,,,,,,,2021-10-08
클라우디아,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,662-127,2617010400,2617066000,2.62E+11,범일일길,01월 22일,129.0585299,35.13909484,N,051-633-0592,http://naver.me/xorJmunE,N,Y,"구분,내부",N,N,N,N,N,2021-10-25
천지장여관,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,662-60,2617010400,2617066000,2.62E+11,범일일길25번길,4,129.058345,35.13949438,N,051-634-8855,http://naver.me/FAryHl2f,Y,Y,"구분,내부",N,N,N,N,N,2021-10-21
낙원여인숙,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,632-4,2617010400,2617066000,2.62E+11,자성공원로,01월 03일,129.0597627,35.13731506,N,051-646-0929,http://naver.me/FqSo9OMR,N,Y,"공용,내부",N,N,N,N,N,2021-10-08
CC호텔,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,606,2617010400,2617066000,2.62E+11,자성공원로,09월 01일,129.0606487,35.13749011,N,051-645-6767,http://naver.me/GlVfY1Nq,Y,Y,공용,N,N,N,N,N,2021-10-08
U모텔,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,576,2617010400,2617066000,2.62E+11,자성공원로3번길,04월 23일,129.0610439,35.13766137,N,051-645-2111,http://naver.me/FwnE7rwN,Y,Y,"공용,내부",N,N,N,Y,N,2021-09-15
산수모텔,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,623-1,2617010400,2617066000,2.62E+11,자성공원로3번길,11월 04일,129.0604073,35.13777822,N,051-645-0820,http://naver.me/IFj38r1h,N,Y,"공용,내부",N,N,N,N,N,2021-10-25
U모텔,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,576,2617010400,2617066000,2.62E+11,자성공원로3번길,04월 23일,129.0610411,35.13765203,N,051-645-2111,http://naver.me/Fn2aGpj9,Y,Y,"공용,내부",N,Y,N,N,N,2021-10-25
산수모텔,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,623-1,2617010400,2617066000,2.62E+11,자성공원로3번길,11월 04일,129.0604072,35.13777816,N,051-645-0820,http://naver.me/IFj38r1h,N,Y,"공용,내부",N,N,N,N,N,2021-10-21
화신장여관,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,586-45,2617010400,2617066000,2.62E+11,자성로103번길,16,129.0620319,35.13653407,N,051-631-9614,http://naver.me/5cTaVJX9,N,Y,"공용,내부",N,N,N,N,N,2021-11-01
대성그린빌,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,586-8,2617010400,2617066000,2.62E+11,자성로103번길,18,129.0619482,35.13664622,Y,,,,,,,,,,,2021-10-08
동일장,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,588-7,2617010400,2617066000,2.62E+11,자성로103번길,21,129.0616747,35.13668509,Y,,,,,,,,,,,2021-10-08
일루리삿,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,547-20,2617010400,2617068000,2.62E+11,자성로108번길,7,129.0631591,35.13569086,N,070-7728-3436,http://naver.me/xcKcrLMX,N,Y,"구분,내부",N,N,N,N,N,2021-10-25
자성마이홈,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,586-10,2617010400,2617066000,2.62E+11,자성로111번길,15,129.0621745,35.13665954,Y,,,,,,,,,,,2021-10-08
명성황토빌,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,586-38,2617010400,2617066000,2.62E+11,자성로111번길,21,129.0618118,35.1368384,N,,http://naver.me/FhAOoOw6,N,N,,N,N,N,N,N,2021-10-25
잭팟,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,829-40,2617010400,2617066000,2.62E+11,자성로111번길,08월 03일,129.0625763,35.13685731,Y,,,,,,,,,,,2021-10-14
명성황토빌,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,586-38,2617010400,2617066000,2.62E+11,자성로111번길,21,129.0618118,35.1368384,Y,,,,,,,,,,,2021-10-08
황규성,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,825-7,2617010400,2617068000,2.62E+11,자성로116번길,2,129.0639812,35.13575779,N,,http://naver.me/x4bELyCX,Y,Y,"공용,내부",N,N,N,N,N,2021-10-14
모텔369,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,330-55,2617010400,2617068000,2.62E+11,자성로90번길,1,129.0621177,35.13486904,N,051-632-4171,https://369motel.modoo.at/,Y,Y,"공용,내부",N,N,N,N,N,2021-10-08
코리아시티관광호텔,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,830-65,2617010400,2617066000,2.62E+11,조방로,10,129.0635292,35.1380428,N,051-643-7788,http://naver.me/xH2MDeQ1,Y,Y,"공용,내부",N,Y,N,N,N,2021-10-14
미진모텔,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,830-53,2617010400,2617066000,2.62E+11,조방로,35,129.0610287,35.13975763,N,051-632-7070,http://naver.me/x7vGAEB0,N,Y,"공용,내부",N,N,N,N,N,2021-10-21
청운모텔,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,830-303,2617010400,2617066000,2.62E+11,조방로,Jul-39,129.0610059,35.13951918,N,051-632-3757,http://naver.me/FpXGz10V,Y,Y,"공용,내부",N,N,N,N,N,2021-10-25
미진모텔,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,830-53,2617010400,2617066000,2.62E+11,조방로,35,129.0610228,35.13975049,N,051-632-7070,http://naver.me/x7vGAEB0,N,Y,"공용,내부",N,N,N,N,N,2021-10-25
지앤지모텔,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,830-132,2617010400,2617066000,2.62E+11,조방로16번길,9,129.0632679,35.13927687,N,051-633-8008,http://naver.me/FqSnibqu,Y,Y,"공용,내부",N,N,N,Y,N,2021-09-15
호텔라메르,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,830-171,2617010400,2617066000,2.62E+11,조방로34번길,9,129.0623238,35.14050523,N,051-634-3001,http://www.lamerhotel.co.kr/,Y,Y,"공용,내부",N,Y,N,N,N,2021-10-14
범일동 W,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,830-189,2617010400,2617066000,2.62E+11,조방로34번길,3,129.0617786,35.14006786,N,051-645-6717,http://naver.me/GnGCOXtA,Y,Y,"공용,내부",N,N,N,N,N,2021-10-14
하운드호텔,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,830-180,2617010400,2617066000,2.62E+11,조방로34번길,5,129.061939,35.14018498,N,051-921-0050,http://naver.me/Fmg23dDM,Y,Y,"공용,내부",N,N,N,N,N,2021-10-06
라메르관광호텔,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,830-171,2617010400,2617066000,2.62E+11,조방로34번길,9,129.0622834,35.14048123,N,051-634-3001,http://lamerhotel.co.kr/,Y,Y,"공용,내부",N,N,N,N,N,2021-10-06
센스빌모텔,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,830-152,2617010400,2617066000,2.62E+11,조방로38번길,11,129.0621698,35.14077157,Y,,,,,,,,,,,2021-10-14
라온호텔,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,830-179,2617010400,2617066000,2.62E+11,조방로38번길,8,129.061896,35.14032664,N,051-647-1776,https://laonhotel.modoo.at/,Y,Y,"공용,내부",N,Y,N,N,N,2021-10-14
와이,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,830-114,2617010400,2617066000,2.62E+11,조방로38번길,07월 01일,129.0617704,35.1406394,Y,,,,,,,,,,,2021-10-14
루이스호텔,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,830-178,2617010400,2617066000,2.62E+11,조방로38번길,08월 01일,129.0620139,35.14039166,N,051-633-7722,http://naver.me/FT0M7SHS,Y,Y,"공용,내부",N,Y,N,N,N,2021-10-14
금호펠리스,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,830-183,2617010400,2617066000,2.62E+11,조방로38번길,4,129.0616829,35.14019441,Y,,,,,,,,,,,2021-10-14
나포리모텔,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,830-214,2617010400,2617066000,2.62E+11,조방로49번길,03월 27일,129.0602848,35.13843013,N,051-643-3636,http://naver.me/G8UyHFsf,N,Y,"공용,내부",N,N,N,N,N,2021-10-21
리젠시모텔,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,830-278,2617010400,2617066000,2.62E+11,조방로49번길,11월 23일,129.0607582,35.13870614,N,051-635-1818,http://naver.me/xYQcsOBA,N,Y,"공용,내부",N,N,N,N,N,2021-11-15
나포리,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,830-214,2617010400,2617066000,2.62E+11,조방로49번길,03월 27일,129.0602808,35.13842423,N,051-643-3636,http://naver.me/5NdD5KMv,N,Y,"구분,내부",N,N,N,N,N,2021-10-06
스토리하우스,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,830-59,2617010400,2617066000,2.62E+11,조방로49번길,05월 27일,129.0604789,35.13844313,N,,http://naver.me/Gw5zOu6E,N,Y,"구분,내부",N,N,N,N,N,2021-10-06
K7모텔,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,830-265,2617010400,2617066000,2.62E+11,조방로49번길,06월 23일,129.0605,35.13855096,N,051-639-9981,http://naver.me/FvnQ3txQ,Y,Y,"공용,내부",N,N,N,N,N,2021-10-14
허브모텔,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,830-236,2617010400,2617066000,2.62E+11,조방로49번길,07월 27일,129.0606193,35.13842203,N,051-647-0026,http://naver.me/xnKkvxvA,N,Y,"공용,내부",N,N,N,N,N,2021-10-14
해동모텔,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,830-252,2617010400,2617066000,2.62E+11,조방로49번길,7,129.0602694,35.14012607,N,051-635-6571,http://naver.me/x8lkuFqF,N,Y,"공용,내부",N,N,N,N,N,2021-10-25
리젠시모텔,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,830-278,2617010400,2617066000,2.62E+11,조방로49번길,11월 23일,129.0607673,35.13871811,N,051-635-1818,http://naver.me/xYQcsOBA,N,Y,"공용,내부",N,N,N,N,N,2021-10-21
리치모텔,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,830-261,2617010400,2617066000,2.62E+11,조방로49번길,10월 23일,129.0607998,35.1385407,N,051-643-2710,http://naver.me/FhAiB5Ry,N,Y,"공용,내부",N,N,N,N,N,2021-10-21
삼성장여관,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,191-1,2617010400,2617065000,2.62E+11,중앙대로,477-3,129.0556784,35.13613372,N,,http://naver.me/xivdGLKu,N,Y,"구분,내부",N,N,N,N,N,2021-11-01
더디자인,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,62-740,2617010400,2617065000,2.62E+11,중앙대로,532,129.056945,35.14076661,N,051-631-1504,http://thedesignmotel.shinhanpos.com/,Y,Y,"공용,내부",N,N,N,N,N,2021-10-22
영모텔,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,147-3,2617010400,2617065000,2.62E+11,중앙대로,477-13,129.0557433,35.13648271,N,051-633-7879,http://naver.me/FYultCoy,N,Y,"공용,내부",N,Y,N,N,N,2021-11-01
대동여인숙,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,Mar-67,2617010400,2617065000,2.62E+11,중앙대로,519-17,129.0560995,35.1402081,Y,051-752-9600,,,,,,,,,,2021-10-07
더디자인,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,62-735,2617010400,2617065000,2.62E+11,중앙대로,530-1,129.0569841,35.14058208,N,051-631-1504,http://naver.me/xB4vNYq4,Y,Y,"공용,내부",N,N,N,N,N,2021-10-07
브라운도트 호텔 범일점,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,62-741,2617010400,2617065000,2.62E+11,중앙대로,528,129.056931,35.14027189,N,051-791-0770,https://browndotbeomil.modoo.at/,Y,Y,"공용,내부",N,N,N,N,N,2021-10-06
브라운도트호텔,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,62-741,2617010400,2617065000,2.62E+11,중앙대로,528,129.056931,35.14027189,N,051-791-0770,https://browndotbeomil.modoo.at/,Y,Y,"공용,내부",N,N,N,N,N,2021-10-06
프린스모텔,숙박/휴양,2.62E+18,부산광역시,동구,범일동,,924-4,2617010400,2617066000,2.62E+11,중앙대로229번길,19,129.0404349,35.1174461,N,051-464-9141,http://naver.me/xTedy1G1,N,Y,"공용,내부",N,Y,N,Y,N,2021-11-01
송림장,숙박/휴양,2.62E+18,부산광역시,동구,범천동,,841-291,2623010400,2623077000,2.62E+11,범일로102번길,16-16,129.0607677,35.13843727,N,051-632-1030,http://naver.me/5rsW6S0c,N,Y,"공용,내부",N,Y,N,N,N,2021-10-01
힐모텔,숙박/휴양,2.62E+18,부산광역시,동구,수정동,,159-1,2617010200,2617057000,2.62E+11,고관로,102,129.0459675,35.12793217,N,,http://naver.me/IxDoH2vN,Y,Y,"공용,내부",N,N,N,N,N,2021-10-21
힐모텔,숙박/휴양,2.62E+18,부산광역시,동구,수정동,,159-1,2617010200,2617057000,2.62E+11,고관로,102,129.0459622,35.12795883,N,051-464-3444,http://naver.me/FCbgEXIV,Y,Y,"공용,내부",N,N,N,N,N,2021-10-07
꿈모텔,숙박/휴양,2.62E+18,부산광역시,동구,수정동,,207-11,2617010200,2617057000,2.62E+11,고관로,126-4,129.0475848,35.12952793,N,051-463-1355,http://naver.me/GAiWYKih,N,Y,"공용,내부",N,N,N,N,N,2021-10-21
수정여관,숙박/휴양,2.62E+18,부산광역시,동구,수정동,,335-1,2617010200,2617056000,2.62E+11,고관로,Jan-71,129.0442417,35.12564541,Y,,,,,,,,,,,2021-10-22
초량리빙텔,숙박/휴양,2.62E+18,부산광역시,동구,수정동,,403-3,2617010200,2617056000,2.62E+11,고관로33번길,9,129.0421433,35.12250494,N,051-467-7660,http://naver.me/5mYPNvs2,N,Y,"공용,내부",N,N,N,N,N,2021-10-22
보건탕,숙박/휴양,2.62E+18,부산광역시,동구,수정동,,1007-12,2617010200,2617056000,2.62E+11,고관로63번길,22,129.0430162,35.12542534,N,051-441-0232,http://naver.me/xzcqMBjE,N,Y,"구분,내부",N,N,N,N,N,2021-10-22
보영여관,숙박/휴양,2.62E+18,부산광역시,동구,수정동,,144-1,2617010200,2617057000,2.62E+11,수정로,5,129.0459749,35.12717796,Y,051-467-8686,,,,,,,,,,2021-10-21
경남여인숙,숙박/휴양,2.62E+18,부산광역시,동구,수정동,,139-1,2617010200,2617057000,2.62E+11,수정로,10,129.0457944,35.12754479,N,,http://naver.me/GDcks6se,N,Y,"구분,내부",N,N,N,N,N,2021-10-21
동구진로교육지원센터,숙박/휴양,2.62E+18,부산광역시,동구,수정동,,79-788,2617010200,2617057000,2.62E+11,중앙대로,360,129.0480407,35.12757021,N,051-468-6480,http://www.donggujinro.or.kr/,N,Y,"구분,내부",N,N,N,N,N,2021-10-01
월성여인숙,숙박/휴양,2.62E+18,부산광역시,동구,수정동,,1-176,2617010200,2617057000,2.62E+11,중앙대로,393-5,129.0496354,35.13032769,N,051-467-4457,http://naver.me/F2v994I5,N,Y,"구분,내부",N,N,N,N,N,2021-10-01
프라임관광호텔,숙박/휴양,2.62E+18,부산광역시,동구,수정동,,1-62,2617010200,2617057000,2.62E+11,중앙대로,399,129.0502138,35.13058708,N,051-465-4011,http://www.primehotel.co.kr/,Y,Y,"공용,내부",N,N,N,N,N,2021-10-21
동명여인숙,숙박/휴양,2.62E+18,부산광역시,동구,수정동,,1-177,2617010200,2617057000,2.62E+11,중앙대로389번길,8,129.0495424,35.1302343,N,,http://naver.me/5cTR1Rsa,N,Y,"구분,내부",N,N,N,N,N,2021-09-14
